,x,yhat,y
688,"[0.0, 0.36346977116620055, 0.6715212603389812, 1.0]",[0],[0]
689,"[0.0, 0.3033524681892319, 0.5145523721209548, 1.0]",[0],[0]
690,"[1.0, 0.08865859109507118, 0.27668466771935163, 1.0]",[0],[0]
691,"[1.0, 0.47990993540794114, 0.2036440305020998, 1.0]",[0],[0]
692,"[0.0, 0.5181349744131476, 0.4814214851601088, 1.0]",[0],[0]
693,"[0.0, 0.05221241304771994, 0.5175165098503293, 1.0]",[0],[0]
694,"[1.0, 0.11544708822157869, 0.18084832137661946, 1.0]",[0],[0]
695,"[0.0, 0.2626081945361866, 0.5217084828092592, 1.0]",[0],[0]
696,"[0.0, 0.279941834658155, 0.551955832169593, 1.0]",[0],[0]
697,"[0.0, 0.038604901991384784, 0.6021860377188788, 1.0]",[0],[0]
698,"[0.0, 0.5563614069942643, 0.742935810504024, 1.0]",[0],[0]
699,"[0.0, 0.14949965749754449, 0.6978081794083905, 1.0]",[0],[0]
700,"[0.0, 0.26208909802076746, 0.49745184595812736, 1.0]",[0],[0]
701,"[1.0, 0.3708521197086032, 0.21716642142493855, 1.0]",[0],[0]
702,"[0.0, 0.21387912058357145, 0.6852129150222919, 1.0]",[0],[0]
703,"[0.0, 0.08072594203034048, 0.7592602300232627, 1.0]",[0],[0]
704,"[0.0, 0.02717200141087901, 0.47543033284596714, 1.0]",[0],[0]
705,"[0.0, 0.496819461177653, 0.49532611892336254, 1.0]",[0],[0]
706,"[1.0, 0.5018156346344544, 0.27342336213224416, 1.0]",[0],[0]
707,"[0.0, 0.2720594299010325, 0.30085999437853833, 1.0]",[0],[0]
708,"[0.0, 0.36449325807188554, 0.4435578117662915, 1.0]",[0],[0]
709,"[0.0, 0.25369343175868764, 0.46878967959228357, 1.0]",[0],[0]
710,"[1.0, 0.8633531239648394, 0.2756886105173335, 1.0]",[1],[1]
711,"[0.0, 0.3652722606387537, 0.556866475390381, 1.0]",[0],[0]
712,"[0.0, 0.36340819003002744, 0.4933152814143836, 1.0]",[0],[0]
713,"[0.0, 0.5542652393881459, 0.765367257268072, 1.0]",[0],[0]
714,"[0.0, 0.7839805402009284, 0.4633299489038702, 1.0]",[1],[1]
715,"[0.0, 0.33232131300683326, 0.5877533794486507, 1.0]",[0],[0]
716,"[0.0, 0.25767107094823577, 0.4734789043146316, 1.0]",[0],[0]
717,"[0.0, 0.486813536788454, 0.5305649680144832, 1.0]",[0],[0]
718,"[0.0, 0.2511459439886857, 0.6067408257086465, 1.0]",[0],[0]
719,"[0.0, 0.4233823911084423, 0.33153720010111576, 1.0]",[0],[0]
720,"[0.0, 0.17443328926423599, 0.570544069093463, 1.0]",[0],[0]
721,"[1.0, 0.6500111401682175, 0.2403913570889065, 1.0]",[0],[0]
722,"[0.0, 0.5316136982591072, 0.3471729904677808, 1.0]",[0],[0]
723,"[0.0, 0.10049996312128719, 0.344767657820515, 1.0]",[0],[0]
724,"[0.0, 0.2796532805061746, 0.5302833756542701, 1.0]",[0],[0]
725,"[0.0, 0.4184573992788132, 0.6381977724766438, 1.0]",[0],[0]
726,"[0.0, 0.5220899496278858, 0.6074464481491716, 1.0]",[0],[0]
727,"[0.0, 0.3733762344716613, 0.5059660473702291, 1.0]",[0],[0]
728,"[0.0, 0.49636506086817084, 0.6665576734517764, 1.0]",[0],[0]
729,"[0.0, 0.16060082533088474, 0.5195438883392745, 1.0]",[0],[0]
730,"[0.0, 0.5412570186420326, 0.6317928222450957, 1.0]",[0],[0]
731,"[0.0, 0.5396097964695908, 0.4187643092434705, 1.0]",[0],[0]
732,"[0.0, 0.49076762288744513, 0.38754756096084464, 1.0]",[0],[0]
733,"[0.0, 0.28046335160282343, 0.5428286527259936, 1.0]",[0],[0]
734,"[0.0, 0.0, 0.6432990222944254, 1.0]",[0],[0]
735,"[0.0, 0.23246046271054283, 0.4478717622413924, 1.0]",[0],[0]
736,"[0.0, 0.4318835982352734, 0.6054779521359865, 1.0]",[0],[0]
737,"[0.0, 0.0800573112783561, 0.7261041878961051, 1.0]",[0],[0]
738,"[0.0, 0.43827530629419625, 0.5159377256673503, 1.0]",[0],[0]
739,"[0.0, 0.3721532599811636, 0.3440125459891078, 1.0]",[0],[0]
740,"[0.0, 0.268702643171129, 0.6915955671021842, 1.0]",[0],[0]
741,"[0.0, 0.3045707913987919, 0.39076740328807624, 1.0]",[0],[0]
742,"[1.0, 0.0, 0.22269058497966, 1.0]",[0],[0]
743,"[1.0, 0.3368564986353038, 0.328351294337604, 1.0]",[0],[0]
744,"[0.0, 0.5194084756185263, 0.4134390199591053, 1.0]",[0],[0]
745,"[0.0, 0.35335689184146846, 0.42444541734888797, 1.0]",[0],[0]
746,"[0.0, 0.0, 0.217493470188095, 1.0]",[0],[0]
747,"[0.0, 0.310739335021954, 0.5521338765030964, 1.0]",[0],[0]
748,"[0.0, 0.3102900089261796, 0.46830856362771095, 1.0]",[0],[0]
749,"[0.0, 0.0, 0.6560852058536615, 1.0]",[0],[0]
750,"[1.0, 0.6798018392019283, 0.23211123124204897, 1.0]",[0],[0]
751,"[0.0, 0.5789027358218122, 0.6594317890827094, 1.0]",[0],[0]
752,"[0.0, 0.14808345852685842, 0.595988873406605, 1.0]",[0],[0]
753,"[0.0, 0.4015433427862311, 0.5351163653431138, 1.0]",[0],[0]
754,"[0.0, 0.36760309045421763, 0.5314654355845169, 1.0]",[0],[0]
755,"[0.0, 0.2756005102448407, 0.5933326187825824, 1.0]",[0],[0]
756,"[1.0, 0.14162515622592511, 0.27435403733564456, 1.0]",[0],[0]
757,"[0.0, 0.4133028490656216, 0.5392712754272975, 1.0]",[0],[0]
758,"[0.0, 0.11905566179383616, 0.45998229810706825, 1.0]",[0],[0]
759,"[0.0, 0.0, 0.4048306038378654, 1.0]",[0],[0]
760,"[0.0, 0.47207574856568596, 0.4340437116944068, 1.0]",[0],[0]
761,"[0.0, 0.3734029132561618, 0.4145182960597915, 1.0]",[0],[0]
762,"[1.0, 0.34350038414471895, 0.27905953250502336, 1.0]",[0],[0]
763,"[1.0, 0.4077844595027097, 0.19789701966681794, 1.0]",[0],[0]
764,"[0.0, 0.6485402089274924, 0.5664530387188594, 1.0]",[0],[1]
765,"[0.0, 0.6436949655059558, 0.4687783354826813, 1.0]",[0],[0]
766,"[1.0, 0.562464952262833, 0.14127206128767425, 1.0]",[0],[1]
767,"[0.0, 0.22066198494331007, 0.5841592344020469, 1.0]",[0],[0]
768,"[0.0, 0.1065677983744806, 0.5384425955371976, 1.0]",[0],[0]
769,"[1.0, 0.08278143036824323, 0.24222953907710784, 1.0]",[0],[0]
770,"[0.0, 0.030845719435270327, 0.48152197378769634, 1.0]",[0],[0]
771,"[0.0, 0.24755424406261012, 0.4252775108452746, 1.0]",[0],[0]
772,"[0.0, 0.0, 0.3937215585032723, 1.0]",[0],[0]
773,"[0.0, 0.11899480916745968, 0.6396752633030347, 1.0]",[0],[0]
774,"[0.0, 0.30706693669021484, 0.4592906701470559, 1.0]",[0],[0]
775,"[1.0, 0.7119248941655387, 0.19214752580908434, 1.0]",[0],[0]
776,"[1.0, 0.49169022062373474, 0.2720660854803828, 1.0]",[0],[0]
777,"[0.0, 0.013651332945600505, 0.663678346904558, 1.0]",[0],[0]
778,"[0.0, 0.39819099703878647, 0.5165530342116206, 1.0]",[0],[0]
779,"[0.0, 0.4629836366203593, 0.6270738049630212, 1.0]",[0],[0]
780,"[1.0, 0.14241717220733158, 0.2582967756163745, 1.0]",[0],[0]
781,"[1.0, 0.4120219101809727, 0.19261287502075566, 1.0]",[0],[0]
782,"[0.0, 0.16048799925514404, 0.5358555998177533, 1.0]",[0],[0]
783,"[1.0, 0.23854314065857532, 0.31494426929285513, 1.0]",[0],[0]
784,"[0.0, 0.4437347143296121, 0.43310794994971663, 1.0]",[0],[0]
785,"[0.0, 0.7681401911867701, 0.794623771302843, 1.0]",[1],[1]
786,"[0.0, 0.2630771900197258, 0.5922348486162642, 1.0]",[0],[0]
787,"[0.0, 0.0, 0.28904363663129984, 1.0]",[0],[0]
788,"[0.0, 0.03442976332881102, 0.5951986766548127, 1.0]",[0],[0]
789,"[1.0, 0.30455837369180405, 0.1515763027407199, 1.0]",[0],[0]
790,"[0.0, 0.11660903045417942, 0.4743082050977405, 1.0]",[0],[0]
791,"[0.0, 0.34786511637611905, 0.6031537496917652, 1.0]",[0],[0]
792,"[0.0, 0.4305939166302747, 0.462058978578605, 1.0]",[0],[0]
793,"[0.0, 0.3818184233384601, 0.5153583621430968, 1.0]",[0],[0]
794,"[0.0, 0.01817337140035688, 0.5051284583043412, 1.0]",[0],[0]
795,"[0.0, 0.5065533338552292, 0.46809882091307614, 1.0]",[0],[0]
796,"[0.0, 0.27157873542495914, 0.576812957333877, 1.0]",[0],[0]
797,"[0.0, 0.19274443567103203, 0.4004026011288568, 1.0]",[0],[0]
798,"[0.0, 0.0, 0.5046245971011796, 1.0]",[0],[0]
799,"[0.0, 0.600468810163185, 0.40941557720283034, 1.0]",[0],[0]
800,"[0.0, 0.3836897011721758, 0.7308141536600243, 1.0]",[0],[0]
801,"[0.0, 0.0, 0.8358707121367827, 1.0]",[0],[0]
802,"[0.0, 0.04552689039856925, 0.48684813059108334, 1.0]",[0],[0]
803,"[1.0, 0.11807006218222363, 0.23769142273100446, 1.0]",[0],[0]
804,"[1.0, 0.07070726342644798, 0.24053752731165734, 1.0]",[0],[0]
805,"[1.0, 0.3699618152213614, 0.26621243396941136, 1.0]",[0],[0]
806,"[0.0, 0.18820272596739576, 0.6207927581288808, 1.0]",[0],[0]
807,"[0.0, 0.6585422905282933, 0.24998042652238267, 1.0]",[0],[1]
808,"[1.0, 0.21702901249030404, 0.17538120276211855, 1.0]",[0],[0]
809,"[0.0, 0.08237103469521935, 0.6625161657179128, 1.0]",[0],[0]
810,"[1.0, 0.7291895256064762, 0.1189757704011722, 1.0]",[0],[0]
811,"[0.0, 0.5932403605491543, 0.4092692863462972, 1.0]",[0],[0]
812,"[0.0, 0.28571965534907917, 0.5493019395220515, 1.0]",[0],[0]
813,"[0.0, 0.21824032415568767, 0.6875513010040697, 1.0]",[0],[0]
814,"[1.0, 0.34059170775782904, 0.22134970256872216, 1.0]",[0],[0]
815,"[0.0, 0.12024709414972025, 0.5995768800073212, 1.0]",[0],[0]
816,"[0.0, 0.5914391634967581, 0.7579703366817184, 1.0]",[0],[0]
817,"[0.0, 0.3550716698948802, 0.4972788007819894, 1.0]",[0],[0]
818,"[0.0, 0.11751332781490835, 0.5347802186219179, 1.0]",[0],[0]
819,"[0.0, 0.07916266896115191, 0.7919667700683731, 1.0]",[0],[0]
820,"[0.0, 0.36459014478879226, 0.34951954492293197, 1.0]",[0],[0]
821,"[1.0, 0.2773755018538485, 0.17840304438344443, 1.0]",[0],[0]
822,"[0.0, 0.2500313258082314, 0.6919696439423558, 1.0]",[0],[0]
823,"[1.0, 0.29187802341926056, 0.19814944283344355, 1.0]",[0],[0]
824,"[0.0, 0.6653264041710053, 0.6439817982354304, 1.0]",[0],[0]
825,"[0.0, 0.0, 0.4128278214819899, 1.0]",[0],[0]
826,"[0.0, 0.14373572102714918, 0.42563678476623795, 1.0]",[0],[0]
827,"[0.0, 0.44852733038729203, 0.5613773447144386, 1.0]",[0],[0]
828,"[0.0, 0.27434001582330664, 0.7109300496866552, 1.0]",[0],[0]
829,"[0.0, 0.03847404363108578, 0.44692507778096124, 1.0]",[0],[0]
830,"[1.0, 0.3744146531344576, 0.16156487636236802, 1.0]",[0],[0]
831,"[0.0, 0.25147359531029356, 0.32757578426791334, 1.0]",[0],[0]
832,"[0.0, 0.02900600372620272, 0.3794897752655153, 1.0]",[0],[0]
833,"[0.0, 0.2418351194026087, 0.6091520165137407, 1.0]",[0],[0]
834,"[1.0, 0.5439656954490674, 0.25245605500264884, 1.0]",[0],[0]
835,"[0.0, 0.1596930797080332, 0.4947782721425867, 1.0]",[0],[0]
836,"[0.0, 0.22041407472096186, 0.46062865982034984, 1.0]",[0],[0]
837,"[1.0, 0.35919588245253276, 0.18260060565424796, 1.0]",[0],[0]
838,"[0.0, 0.0, 0.29268841434179477, 1.0]",[0],[0]
839,"[0.0, 0.3067774502476296, 0.4924515468310424, 1.0]",[0],[0]
840,"[1.0, 0.047930407649141735, 0.12406226079935301, 1.0]",[0],[0]
841,"[0.0, 0.42591390708195526, 0.47126460391749964, 1.0]",[0],[0]
842,"[0.0, 0.18969003310018187, 0.27072673544823006, 1.0]",[0],[0]
843,"[1.0, 0.6454801260749251, 0.22890611722793935, 1.0]",[0],[0]
844,"[1.0, 0.3088969659955904, 0.2172652939995116, 1.0]",[0],[0]
845,"[0.0, 0.5528994091635983, 0.3562106496150411, 1.0]",[0],[0]
846,"[0.0, 0.3278812957660652, 0.32275939010529026, 1.0]",[0],[0]
847,"[1.0, 0.39609989324824246, 0.17173822260489593, 1.0]",[0],[0]
848,"[0.0, 0.0, 0.42524592512895126, 1.0]",[0],[0]
849,"[0.0, 0.38155439853366185, 0.48960104475057814, 1.0]",[0],[0]
850,"[0.0, 0.0, 0.6405593514709245, 1.0]",[0],[0]
851,"[0.0, 0.43799046337162295, 0.288278475511206, 1.0]",[0],[0]
852,"[0.0, 0.46573793674427916, 0.5099126549257749, 1.0]",[0],[0]
853,"[1.0, 0.5625186929050933, 0.18581033260526528, 1.0]",[0],[0]
854,"[0.0, 0.2500356125517127, 0.5161454868553251, 1.0]",[0],[0]
855,"[0.0, 0.40896319264851855, 0.49427360140156074, 1.0]",[0],[0]
856,"[1.0, 0.09330181110587066, 0.2702964038328512, 1.0]",[0],[0]
857,"[0.0, 0.1651022709758243, 0.6607006910469747, 1.0]",[0],[0]
858,"[0.0, 0.4168825918165268, 0.6291792614004863, 1.0]",[0],[0]
859,"[0.0, 0.2799405619040329, 0.45044006824314803, 1.0]",[0],[0]
860,"[0.0, 0.11011170215055278, 0.8217696694015265, 1.0]",[0],[0]
861,"[0.0, 0.31169929423077025, 0.5916476426596001, 1.0]",[0],[0]
862,"[0.0, 0.4291161663238628, 0.4971899390251929, 1.0]",[0],[0]
863,"[1.0, 0.23100315261003904, 0.2321102509208231, 1.0]",[0],[0]
864,"[1.0, 0.26914481968373993, 0.22863743075888057, 1.0]",[0],[0]
865,"[0.0, 0.26430570272179305, 0.5324732481226865, 1.0]",[0],[0]
866,"[0.0, 0.5568743160175721, 0.42240202932811993, 1.0]",[0],[1]
867,"[0.0, 0.657536331032585, 0.6638727211776067, 1.0]",[0],[0]
868,"[0.0, 0.1595163870165568, 0.5505788169181594, 1.0]",[0],[0]
869,"[0.0, 0.3734129443278337, 0.5770048803229748, 1.0]",[0],[0]
870,"[0.0, 0.18635761676918353, 0.5441669094973203, 1.0]",[0],[0]
871,"[0.0, 0.4512305892394294, 0.40676505446961353, 1.0]",[0],[0]
872,"[1.0, 0.28016042632641946, 0.2488518815515667, 1.0]",[0],[0]
873,"[0.0, 0.41368662608248113, 0.3933774952931638, 1.0]",[0],[0]
874,"[0.0, 0.35000365923874055, 0.3176283684745944, 1.0]",[0],[0]
875,"[0.0, 0.2466397136577721, 0.43456346701666115, 1.0]",[0],[0]
876,"[0.0, 0.005253496600633216, 0.41630562390157666, 1.0]",[0],[0]
877,"[0.0, 0.44781376263289563, 0.5324730293880835, 1.0]",[0],[0]
878,"[0.0, 0.3428700978279288, 0.33540863646018854, 1.0]",[0],[0]
879,"[0.0, 0.5941383505001692, 0.44718784714926146, 1.0]",[0],[0]
880,"[0.0, 0.019936570505212026, 0.4085389593986925, 1.0]",[0],[0]
881,"[1.0, 0.42526110662142824, 0.22615180451346795, 1.0]",[0],[0]
882,"[1.0, 0.46461949355774157, 0.2102831832528952, 1.0]",[0],[0]
883,"[0.0, 0.643727230235486, 0.5142948126756486, 1.0]",[0],[1]
884,"[0.0, 0.29115639699852364, 0.34053335902894744, 1.0]",[0],[0]
885,"[0.0, 0.2405421225637799, 0.718067568345903, 1.0]",[0],[0]
886,"[0.0, 0.07502334136045113, 0.6666538532000418, 1.0]",[0],[0]
887,"[1.0, 0.09425117062335531, 0.22900718140782053, 1.0]",[0],[0]
888,"[0.0, 0.23003901527302537, 0.3003904661268663, 1.0]",[0],[0]
889,"[1.0, 0.15524542797694985, 0.16236102676228326, 1.0]",[0],[0]
890,"[0.0, 0.519599360857789, 0.6523928841437683, 1.0]",[0],[0]
891,"[0.0, 0.5520090803010221, 0.7959083831380214, 1.0]",[0],[1]
892,"[0.0, 0.166743457973738, 0.5245149520478481, 1.0]",[0],[0]
893,"[1.0, 0.5499282928903514, 0.20339366113248666, 1.0]",[0],[0]
894,"[0.0, 0.25046552657584753, 0.4413552669801033, 1.0]",[0],[0]
895,"[0.0, 0.009141164758717705, 0.4849831308062754, 1.0]",[0],[0]
896,"[0.0, 0.19011078911909915, 0.7673715838503165, 1.0]",[0],[0]
897,"[0.0, 0.4169414154883035, 0.7022006007848782, 1.0]",[0],[0]
898,"[0.0, 0.2259211918408518, 0.49204443048633567, 1.0]",[0],[0]
899,"[0.0, 0.46373533199380057, 0.598102158674266, 1.0]",[0],[0]
900,"[0.0, 0.5174863121082839, 0.2941712329770398, 1.0]",[0],[0]
901,"[0.0, 0.10338766775421497, 0.4193419838947725, 1.0]",[0],[0]
902,"[0.0, 0.6109188836586982, 0.4919588321618807, 1.0]",[0],[1]
903,"[0.0, 0.29341956122517643, 0.5974719643609346, 1.0]",[0],[0]
904,"[1.0, 0.304030911124647, 0.20874630776797198, 1.0]",[0],[0]
905,"[0.0, 0.010827170295672458, 0.563835654415375, 1.0]",[0],[0]
906,"[0.0, 0.2601797927819004, 0.5872223004888141, 1.0]",[0],[0]
907,"[0.0, 0.26048774359669236, 0.5421745051874977, 1.0]",[0],[0]
908,"[0.0, 0.3321562582000207, 0.6779499413513962, 1.0]",[0],[0]
909,"[0.0, 0.23949900187263448, 0.34778703373129854, 1.0]",[0],[0]
910,"[0.0, 0.355711686490964, 0.7600301458730471, 1.0]",[0],[0]
911,"[1.0, 0.43295786517847856, 0.14516024485827028, 1.0]",[0],[0]
912,"[0.0, 0.2639552532668508, 0.5667853372498811, 1.0]",[0],[0]
913,"[0.0, 0.2927390003105636, 0.47186014968048284, 1.0]",[0],[0]
914,"[1.0, 0.0, 0.25176273981843833, 1.0]",[0],[0]
915,"[0.0, 0.42889699778524587, 0.4858552069820852, 1.0]",[0],[0]
916,"[0.0, 0.2960403774978102, 0.6513594300570671, 1.0]",[0],[0]
917,"[0.0, 0.3807421389313459, 0.45730376085715, 1.0]",[0],[0]
918,"[1.0, 0.4764492072044223, 0.3171194835201642, 1.0]",[0],[0]
919,"[0.0, 0.04697960719903096, 0.8853682390666907, 1.0]",[0],[0]
920,"[0.0, 0.36576283326612524, 0.6632359418810391, 1.0]",[0],[0]
921,"[0.0, 0.0, 0.6480055954736622, 1.0]",[0],[0]
922,"[1.0, 0.2080885890035093, 0.2815328488835953, 1.0]",[0],[0]
923,"[0.0, 0.171796499462091, 0.400180415135761, 1.0]",[0],[0]
924,"[1.0, 0.561787824314538, 0.23906447973798167, 1.0]",[0],[0]
925,"[0.0, 0.3255217550845259, 0.6197933246923171, 1.0]",[0],[0]
926,"[1.0, 0.2753016915906305, 0.08968602860171974, 1.0]",[0],[0]
927,"[1.0, 0.32928068792494797, 0.32787304775333703, 1.0]",[0],[0]
928,"[1.0, 0.3155311645512674, 0.17097321646761116, 1.0]",[0],[0]
929,"[0.0, 0.60888175409167, 0.534232490826171, 1.0]",[0],[0]
930,"[0.0, 0.35379968896440567, 0.6148070656612524, 1.0]",[0],[0]
931,"[0.0, 0.23659058815163392, 0.762468509094101, 1.0]",[0],[0]
932,"[1.0, 0.30778691835984295, 0.18081660513399417, 1.0]",[0],[0]
933,"[0.0, 0.030862146315859085, 0.5518506230239456, 1.0]",[0],[0]
934,"[1.0, 0.45043141847579266, 0.1725369296715765, 1.0]",[0],[0]
935,"[0.0, 0.40088841560604654, 0.4658547477412572, 1.0]",[0],[0]
936,"[0.0, 0.34977273545971604, 0.5593460902813054, 1.0]",[0],[0]
937,"[0.0, 0.030675599554558432, 0.6907237573374265, 1.0]",[0],[0]
938,"[0.0, 0.19396626090407784, 0.5067838950886225, 1.0]",[0],[0]
939,"[0.0, 0.31926512612384156, 0.5019300551283021, 1.0]",[0],[0]
940,"[0.0, 0.24009269625411195, 0.44123020794403695, 1.0]",[0],[0]
941,"[0.0, 0.5354303116171062, 0.640977902331872, 1.0]",[0],[0]
942,"[0.0, 0.36915447092215065, 0.5441172160732188, 1.0]",[0],[0]
943,"[1.0, 0.02374855409058616, 0.15850084451836238, 1.0]",[0],[0]
944,"[0.0, 0.2840017650138089, 0.6345682380398813, 1.0]",[0],[0]
945,"[0.0, 0.010436234446585214, 0.6151083055274185, 1.0]",[0],[0]
946,"[0.0, 0.47536741178665237, 0.35717430991411814, 1.0]",[0],[0]
947,"[0.0, 0.28196814847119017, 0.58316214192036, 1.0]",[0],[0]
948,"[0.0, 0.3114310974763755, 0.6400814923436802, 1.0]",[0],[0]
949,"[0.0, 0.16380029708190222, 0.5265997659567508, 1.0]",[0],[0]
950,"[0.0, 0.27230602848928187, 0.7274054713749475, 1.0]",[0],[0]
951,"[0.0, 0.30289293907584197, 0.5586152078412387, 1.0]",[0],[0]
952,"[0.0, 0.23599418279596474, 0.23849703202853317, 1.0]",[0],[0]
953,"[0.0, 0.38238531675737064, 0.5663697391686763, 1.0]",[0],[0]
954,"[0.0, 0.2925024564158324, 0.6723320294099248, 1.0]",[0],[0]
955,"[1.0, 0.1638230729873429, 0.2198798372262885, 1.0]",[0],[0]
956,"[0.0, 0.25532270652698547, 0.4174986881608522, 1.0]",[0],[0]
957,"[0.0, 0.22470128992339927, 0.15613108097536382, 1.0]",[0],[0]
958,"[0.0, 0.3715379406847195, 0.4672702381620241, 1.0]",[0],[0]
959,"[0.0, 0.38070590784139874, 0.48812752494648154, 1.0]",[0],[0]
960,"[0.0, 0.2636313178839496, 0.44116978828062803, 1.0]",[0],[0]
961,"[0.0, 0.15663818073934055, 0.5173484415733873, 1.0]",[0],[0]
962,"[0.0, 0.44298219275666517, 0.5588671450378327, 1.0]",[0],[0]
963,"[0.0, 0.4180082055708665, 0.9418930747040807, 1.0]",[0],[0]
964,"[0.0, 0.39414276714496815, 0.6592287767163924, 1.0]",[0],[0]
965,"[1.0, 0.2638455346883204, 0.2463647989074163, 1.0]",[0],[0]
966,"[1.0, 0.40709781537871376, 0.2702290874344384, 1.0]",[0],[0]
967,"[1.0, 0.44585870070978145, 0.21182798443227008, 1.0]",[0],[0]
968,"[0.0, 0.23340819507086163, 0.5259183990128266, 1.0]",[0],[0]
969,"[0.0, 0.13871597089561882, 0.43054047107252724, 1.0]",[0],[0]
970,"[0.0, 0.0, 0.43896138203910473, 1.0]",[0],[0]
971,"[0.0, 0.2828292291931288, 0.6472033765624782, 1.0]",[0],[0]
972,"[0.0, 0.3081699442622681, 0.5480266622410096, 1.0]",[0],[0]
973,"[1.0, 0.21112044111250478, 0.31291178379060036, 1.0]",[0],[0]
974,"[0.0, 0.24314021601419705, 0.40298371450875775, 1.0]",[0],[0]
975,"[0.0, 0.5171797902079857, 0.40459282283700254, 1.0]",[0],[0]
976,"[0.0, 0.11673894729364649, 0.760186373628251, 1.0]",[0],[0]
977,"[0.0, 0.26753962288568506, 0.6256510626383129, 1.0]",[0],[0]
978,"[0.0, 0.21424164950477365, 0.6102449235448396, 1.0]",[0],[0]
979,"[0.0, 0.0, 0.9087873723123133, 1.0]",[0],[0]
980,"[1.0, 0.3675675604847811, 0.3455285970330226, 1.0]",[0],[0]
981,"[0.0, 0.33479085045464346, 0.26339706434838517, 1.0]",[0],[0]
982,"[0.0, 0.5197853706534574, 0.42584997241347206, 1.0]",[0],[0]
983,"[0.0, 0.5094674408556136, 0.44385978848778124, 1.0]",[0],[0]
984,"[0.0, 0.15785602062407353, 0.5003254746887746, 1.0]",[0],[0]
985,"[1.0, 0.37119160271196816, 0.40564364021937227, 1.0]",[0],[0]
986,"[0.0, 0.28219573719965224, 0.7273680229667241, 1.0]",[0],[0]
987,"[0.0, 0.22874622564337485, 0.6701563571039938, 1.0]",[0],[0]
988,"[1.0, 0.26084106131642987, 0.24617376528332138, 1.0]",[0],[0]
989,"[1.0, 0.2228580467380239, 0.27739583697812603, 1.0]",[0],[0]
990,"[0.0, 0.3373350171889583, 0.6618063812745042, 1.0]",[0],[0]
991,"[0.0, 0.26112174577684033, 0.7381026086755905, 1.0]",[0],[0]
992,"[1.0, 0.18268100534740733, 0.2076288301909981, 1.0]",[0],[0]
993,"[0.0, 0.30440918338480044, 0.48506475714666336, 1.0]",[0],[0]
994,"[0.0, 0.26072672125740903, 0.5333013596050903, 1.0]",[0],[0]
995,"[0.0, 0.33430122488624003, 0.7554004067953703, 1.0]",[0],[0]
996,"[1.0, 0.21094014256690707, 0.11796543330570762, 1.0]",[0],[0]
997,"[0.0, 0.4318900699430287, 0.49849864313039643, 1.0]",[0],[0]
998,"[0.0, 0.0, 0.7397098765829776, 1.0]",[0],[0]
999,"[0.0, 0.33558826091979865, 0.26772197944503984, 1.0]",[0],[0]
1000,"[0.0, 0.0, 0.38409291239587007, 1.0]",[0],[0]
1001,"[0.0, 0.36796735134275554, 0.8040386517375876, 1.0]",[0],[0]
1002,"[1.0, 0.41798545023564615, 0.28703647130808163, 1.0]",[0],[0]
1003,"[0.0, 0.2606665839171162, 0.47800987331523126, 1.0]",[0],[0]
1004,"[0.0, 0.5390325049173676, 0.61691610951108, 1.0]",[0],[0]
1005,"[1.0, 0.3496870667840034, 0.2225390982145358, 1.0]",[0],[0]
1006,"[1.0, 0.34953277042842734, 0.2387408713733529, 1.0]",[0],[0]
1007,"[1.0, 0.5628436243990264, 0.32087572176179413, 1.0]",[0],[1]
1008,"[0.0, 0.015581819713234432, 0.6399892242625906, 1.0]",[0],[0]
1009,"[0.0, 0.21865430424610152, 0.7550232590148036, 1.0]",[0],[0]
1010,"[0.0, 0.3793566539743736, 0.34295964568175086, 1.0]",[0],[0]
1011,"[0.0, 0.44213157270753667, 0.3897844852758028, 1.0]",[0],[0]
1012,"[0.0, 0.17352995060386361, 0.5227401690202472, 1.0]",[0],[0]
1013,"[0.0, 0.6857966346890613, 0.4195806550850148, 1.0]",[0],[0]
1014,"[0.0, 0.15887222382574498, 0.4330499730517, 1.0]",[0],[0]
1015,"[0.0, 0.5471561720236071, 0.5072637141713381, 1.0]",[0],[0]
1016,"[0.0, 0.24951952863170013, 0.4235362771991631, 1.0]",[0],[0]
1017,"[0.0, 0.0, 0.7403890891559388, 1.0]",[0],[0]
1018,"[0.0, 0.2769411101147188, 0.6067598329487393, 1.0]",[0],[0]
1019,"[0.0, 0.37660639450478, 0.6954129754647613, 1.0]",[0],[0]
1020,"[1.0, 0.3607813959232964, 0.195747491092191, 1.0]",[0],[0]
1021,"[0.0, 0.08011375211993073, 0.3959783721413323, 1.0]",[0],[0]
1022,"[0.0, 0.30038423517519, 0.47075807297057637, 1.0]",[0],[0]
1023,"[0.0, 0.27296523668643957, 0.4462977404822859, 1.0]",[0],[0]
1024,"[0.0, 0.6402016044940576, 0.3905362634654576, 1.0]",[0],[0]
1025,"[0.0, 0.212163433560006, 0.5805896398414864, 1.0]",[0],[0]
1026,"[1.0, 0.34970633181247524, 0.277000504410565, 1.0]",[0],[0]
1027,"[1.0, 0.40706343372486914, 0.24689186219122378, 1.0]",[0],[0]
1028,"[0.0, 0.5604676015836291, 0.6437339010339765, 1.0]",[0],[0]
1029,"[0.0, 0.37150036883836535, 0.7039823695801606, 1.0]",[0],[0]
1030,"[0.0, 0.0, 0.7594149743126958, 1.0]",[0],[0]
1031,"[0.0, 0.1432280732332512, 0.503196085101736, 1.0]",[0],[0]
